1.9472863068,3.41E-046,2.39E-042,2.68E-042,1.24E-049,2.42E-031,8.72E-037,2.42E-031
1.9532758829,3.40E-046,2.36E-042,2.65E-042,1.24E-049,2.69E-031,1.35E-036,2.69E-031
1.959283882,3.39E-046,2.33E-042,2.62E-042,1.24E-049,3.03E-031,2.41E-036,3.03E-031
1.9653103609,3.38E-046,2.31E-042,2.59E-042,1.24E-049,3.44E-031,5.62E-036,3.44E-031
1.9713553764,3.37E-046,2.28E-042,2.55E-042,1.24E-049,3.95E-031,2.66E-035,3.95E-031
1.9774189855,3.36E-046,2.25E-042,2.52E-042,1.24E-049,4.60E-031,6.40E-034,4.61E-031
1.9835012454,3.35E-046,2.22E-042,2.49E-042,1.24E-049,5.43E-031,1.29E-035,5.43E-031
1.9896022134,3.34E-046,2.19E-042,2.46E-042,1.24E-049,6.49E-031,3.64E-036,6.49E-031
1.9957219472,3.33E-046,2.17E-042,2.43E-042,1.24E-049,7.85E-031,1.66E-036,7.85E-031
2.0018605044,3.32E-046,2.14E-042,2.40E-042,1.24E-049,9.50E-031,9.38E-037,9.50E-031
2.008017943,3.31E-046,2.11E-042,2.37E-042,1.24E-049,1.15E-030,5.95E-037,1.15E-030
2.0141943209,3.30E-046,2.09E-042,2.34E-042,1.24E-049,1.32E-030,4.08E-037,1.32E-030
2.0203896965,3.29E-046,2.06E-042,2.32E-042,1.24E-049,1.42E-030,2.95E-037,1.42E-030
2.0266041282,3.28E-046,2.04E-042,2.29E-042,1.24E-049,1.37E-030,2.22E-037,1.37E-030
2.0328376746,3.27E-046,2.01E-042,2.26E-042,1.24E-049,1.25E-030,1.72E-037,1.25E-030
2.0390903945,3.26E-046,1.99E-042,2.23E-042,1.24E-049,1.01E-030,1.36E-037,1.01E-030
2.0453623469,3.25E-046,1.96E-042,2.20E-042,1.24E-049,7.90E-031,1.10E-037,7.90E-031
2.0516535909,3.24E-046,1.94E-042,2.18E-042,1.24E-049,6.04E-031,9.07E-038,6.04E-031
2.0579641859,3.22E-046,1.92E-042,2.15E-042,1.24E-049,4.61E-031,7.57E-038,4.61E-031
2.0642941914,3.21E-046,1.89E-042,2.12E-042,1.24E-049,3.56E-031,6.38E-038,3.56E-031
2.0706436671,3.20E-046,1.87E-042,2.10E-042,1.24E-049,2.78E-031,5.44E-038,2.78E-031
2.0770126729,3.19E-046,1.85E-042,2.07E-042,1.24E-049,2.20E-031,4.68E-038,2.20E-031
2.0834012688,3.18E-046,1.82E-042,2.05E-042,1.24E-049,1.76E-031,4.05E-038,1.76E-031
2.0898095151,3.17E-046,1.80E-042,2.02E-042,1.24E-049,1.43E-031,3.54E-038,1.43E-031
2.0962374723,3.16E-046,1.78E-042,2.00E-042,1.24E-049,1.18E-031,3.10E-038,1.18E-031
2.102685201,3.15E-046,1.76E-042,1.97E-042,1.24E-049,9.75E-032,2.74E-038,9.75E-032
2.109152762,3.14E-046,1.74E-042,1.95E-042,1.24E-049,8.16E-032,2.43E-038,8.16E-032
2.1156402162,3.13E-046,1.72E-042,1.93E-042,1.24E-049,6.89E-032,2.17E-038,6.89E-032
2.122147625,3.13E-046,1.69E-042,1.90E-042,1.24E-049,5.86E-032,1.94E-038,5.86E-032
2.1286750496,3.12E-046,1.67E-042,1.88E-042,1.24E-049,5.02E-032,1.74E-038,5.02E-032
2.1352225517,3.11E-046,1.65E-042,1.86E-042,1.24E-049,4.33E-032,1.57E-038,4.33E-032
2.1417901929,3.10E-046,1.63E-042,1.83E-042,1.24E-049,3.75E-032,1.42E-038,3.75E-032
2.1483780353,3.09E-046,1.61E-042,1.81E-042,1.24E-049,3.27E-032,1.29E-038,3.27E-032
